개방자치단체코드,관리번호,인허가번호,영업상태명,폐업일자,데이터갱신구분,업소명,도로명주소,소재지주소,영업상태코드,전화번호,신청일자,지정일자,지정취소일자,지정취소사유,불가일자,불가사유,음식의유형,주된음식종류,재지정일자,데이터갱신시점,최종수정시점
3150000,3150000-101-1997-03587,19970076929,폐업,2010-12-29,I,염박사한방보쌈,,서울특별시 강서구 등촌동 661-0 ,02,026590855,2002-03-15,2002-04-12,2005-08-01,영업자지위승계,,,,보쌈정식,2004-07-05,2025-12-15 16:21:53,2010-12-29 17:39:16
3150000,3150000-101-1997-03594,19970076143,영업,,I,씨제이푸드빌(주) 빕스 마곡원그로브점,"서울특별시 강서구 공항대로 165, 2층 일부호 (마곡동)",서울특별시 강서구 마곡동 769 ,01,0236611997,2002-03-15,2008-07-09,,,,,경양식,스테이크,2025-12-16,2025-12-15 16:21:53,2025-12-15 20:19:02
3150000,3150000-101-1997-03597,19970076197,폐업,2018-11-27,I,팽고팽고,"서울특별시 강서구 화곡로 354-3, 호텔쎄븐 7층 (화곡동)",서울특별시 강서구 화곡동 1110 호텔쎄븐 (지상 7층) ,02,0226910435,2002-03-15,2002-04-12,2008-07-09,지정취소,,,,한정식,2008-07-09,2025-12-15 16:21:53,2018-11-27 16:03:19
3150000,3150000-101-1997-03601,19970076261,영업,,I,(유)아웃백스테이크하우스코리아 공항점,"서울특별시 강서구 마곡중앙6로 16, 마곡지엠지타워 3층 301호 (마곡동)",서울특별시 강서구 마곡동 773-2 마곡지엠지타워 3층 301호,01,0220548365,2009-07-27,2008-07-09,,,,,경양식,스테이크,2025-12-16,2025-12-15 16:21:53,2025-12-15 20:19:07
3150000,3150000-101-1997-04085,19970076130,폐업,2009-01-22,I,만리향,,서울특별시 강서구 등촌동 641-11 (지상 2층) ,02,026582984,2008-08-01,2008-07-09,2009-01-22,폐업민원처리: 200931500000008057,,,,자장면,,2025-12-15 16:21:53,2009-03-17 16:57:41
3150000,3150000-101-1997-04420,19970076956,영업,,I,설악추어탕,"서울특별시 강서구 금낭화로 105, 1층 (방화동, 1동)",서울특별시 강서구 방화동 453-44 (지상 1층) ,01,0226629992,2008-06-03,2008-07-09,,,,,한식,추어탕,2025-12-16,2025-12-15 16:21:53,2025-12-15 20:19:12
3150000,3150000-101-1997-04423,19970076992,폐업,2009-06-29,I,쌈촌,,서울특별시 강서구 내발산동 646-1 순봉빌딩202 (지상 2층) ,02,026684848,2005-06-22,2005-07-12,2009-06-29,폐업민원처리: 200931500000070535,,,,쌈밥,2008-07-09,2025-12-15 16:21:53,2009-06-29 00:00:00
3150000,3150000-101-1997-04427,19970077016,폐업,2018-09-10,I,대관령황태해장국,"서울특별시 강서구 강서로 454, 1층 (등촌동, 3동)",서울특별시 강서구 등촌동 682-2 (지상 1층) ,02,0236617060,2007-06-08,2008-07-09,2014-12-16,평가기준미달,,,,황태해장국,2013-12-02,2025-12-15 16:21:53,2018-09-10 09:47:52
3150000,3150000-101-1997-04432,19970077044,영업,,I,참숯소야갈비,"서울특별시 강서구 강서로5나길 37, 1층 (화곡동, 1동 천일빌딩)",서울특별시 강서구 화곡동 906-22 천일빌딩 (지상 1층) ,01,,2002-03-15,2002-04-12,2005-12-09,영업자지위승계,,,,장어구이,2004-07-05,2025-12-15 16:21:53,2018-12-17 15:15:46
3150000,3150000-101-1997-04435,19970076729,폐업,2005-06-07,I,마포소금구이,,서울특별시 강서구 화곡동 913-6 ,02,026933938,2002-03-15,2002-04-12,2003-11-05,영업자지위승계,,,,"생고기,냉면",,2025-12-15 16:21:53,2003-11-05 00:00:00
3150000,3150000-101-1997-04441,19970076762,영업,,I,마산아구찜,"서울특별시 강서구 금낭화로 135, 3층 (방화동, 3동)",서울특별시 강서구 방화동 829-4 (지상 3층) ,01,0226651527,2002-03-15,2002-04-12,,,,,한식,대구탕,2025-12-16,2025-12-15 16:21:53,2025-12-15 20:19:18
3150000,3150000-101-1997-04445,19970076779,폐업,2012-03-19,I,대명생오리,,서울특별시 강서구 화곡동 908-16 (지상 1층) ,02,0226946687,2002-03-15,2002-04-12,2012-03-19,폐업민원처리: 201231500000056186,,,,오리주물럭,2011-10-31,2025-12-15 16:21:53,2012-03-19 00:00:00
3150000,3150000-101-1997-04458,19970076669,폐업,2014-06-16,I,한우맛의전설,"서울특별시 강서구 등촌로3길 20, 1층 (화곡동, 4동)",서울특별시 강서구 화곡동 780-6 (지상 1층) ,02,0220617987,2007-06-08,2008-07-09,2014-06-16,폐업민원처리: 201431500000337397,,,,한우고기,2013-12-02,2025-12-15 16:21:53,2014-06-16 00:00:00
3150000,3150000-101-1997-04477,19970076600,영업,,I,엉터리생고기,"서울특별시 강서구 양천로 706, 1층 (염창동)",서울특별시 강서구 염창동 263-2 (지상 1층) ,01,0236655336,2014-11-04,2014-12-16,,,,,한식,삼겹살,2025-12-16,2025-12-15 16:21:53,2025-12-15 20:19:23
3150000,3150000-101-1997-04483,19970076608,폐업,2009-02-04,I,놀부항아리갈비,,서울특별시 강서구 화곡동 1113-0 ,02,0226902474,2007-06-08,2007-06-28,2008-07-21,행정처분,,,,항아리갈비,,2025-12-15 16:21:53,2009-04-06 10:34:59
3150000,3150000-101-1997-04496,19970076525,폐업,2009-10-19,I,본가마포소금구이,,서울특별시 강서구 등촌동 656-58 (지상 1층) ,02,026683392,2007-06-28,2008-07-09,2009-10-19,폐업민원처리: 200931500000120368,,,,,2009-08-05,2025-12-15 16:21:53,2009-12-15 10:02:29
3150000,3150000-101-1997-04510,19970076565,영업,,I,양촌리,"서울특별시 강서구 화곡로 109, 1~2층 (화곡동)",서울특별시 강서구 화곡동 1069-3 ,01,0226988592,2002-03-15,2002-04-12,,,,,한식,"돼지갈비, 삼겹살",2025-12-16,2025-12-15 16:21:53,2025-12-15 20:19:29
3150000,3150000-101-1997-04514,19970076430,영업,,I,불량범생이포차,"서울특별시 강서구 화곡로21길 7, 1층 (화곡동, 3동)",서울특별시 강서구 화곡동 1067-18 (지상 1층) ,01,0226026455,2007-06-08,2007-06-28,2011-10-31,기준미달,,,,아구찜,2010-08-03,2025-12-15 16:21:53,2021-12-28 13:24:50
3150000,3150000-101-1997-04526,19970076493,폐업,2006-03-03,I,까르네스테이션공항점,,서울특별시 강서구 내발산동 646-1 ,02,0236641239,2002-03-15,2002-04-12,2006-03-03,직권등록,,,,등심,2004-07-05,2025-12-15 16:21:53,2007-07-14 13:29:58
3150000,3150000-101-1997-04527,19970076507,폐업,2020-10-19,I,구대장,"서울특별시 강서구 화곡로61길 108, 1층 (등촌동, 3동)",서울특별시 강서구 등촌동 663-10 (지상 1층) ,02,0226588292,2002-03-15,2008-07-09,2010-08-03,기준미달,,,,돼지갈비,2009-08-05,2025-12-15 16:21:53,2020-10-19 11:58:21
3150000,3150000-101-1997-04552,19970076256,폐업,2019-01-14,I,장모님 밥상,"서울특별시 강서구 등촌로 83, 1층 (등촌동, 2동)",서울특별시 강서구 등촌동 565-4 (지상 1층) ,02,0226476683,2002-03-15,2002-04-12,2006-10-11,영업자지위승계,,,,곱창구이,2004-07-05,2025-12-15 16:21:53,2019-01-14 14:55:53
3150000,3150000-101-1997-04556,19970076297,폐업,2014-07-03,I,경향가든,"서울특별시 강서구 화곡로61길 10, 2~4층 (등촌동, 3동)","서울특별시 강서구 등촌동 658-10 2~4층,3동 ",02,0236631818,2002-03-15,2008-07-09,2013-12-02,지정취소,,,,갈비탕,2012-11-30,2025-12-15 16:21:53,2014-02-17 18:10:16
3150000,3150000-101-1997-04597,19970076140,폐업,2005-03-18,I,갈비마을,,서울특별시 강서구 화곡동 906-1 ,02,026941541,2002-03-15,2002-04-12,2004-07-05,멸실,,,,"갈비탕,갈비",2004-07-05,2025-12-15 16:21:53,2007-07-14 13:29:58
3150000,3150000-101-1997-08677,19970076593,폐업,2020-11-18,I,상암순대국,"서울특별시 강서구 공항대로7길 8, 1층 (공항동)",서울특별시 강서구 공항동 25-4 (지상 1층) ,02,0226633365,2002-03-15,2002-04-12,2006-05-11,영업자지위승계,,,,광어,2004-07-05,2025-12-15 16:21:53,2020-11-18 17:16:26
3150000,3150000-101-1998-00968,19980076429,폐업,2014-01-20,I,오도르(Odor),"서울특별시 강서구 까치산로 86, 1층 (화곡동, 본동)",서울특별시 강서구 화곡동 29-57 (지상 1층) ,02,0226956789,2004-06-01,2004-07-05,2004-12-20,영업자지위승계,,,,장어구이,,2025-12-15 16:21:53,2014-01-16 15:17:08
3150000,3150000-101-1998-01773,19980077083,폐업,2021-01-22,I,동두천부대찌개,"서울특별시 강서구 양천로 706 (염창동,(지상 1층))",서울특별시 강서구 염창동 263-2 (지상 1층) ,02,0236646002,2002-03-15,2002-04-12,2011-10-31,기준미달,,,,부대찌개,2010-11-09,2025-12-15 16:21:53,2021-01-22 16:20:46
3150000,3150000-101-1998-01817,19980076894,폐업,2023-08-30,I,청산오리탕,"서울특별시 강서구 강서로17길 74, 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 354-48 (지상 1층) ,02,0226909242,2004-06-01,2004-07-05,2008-07-09,,,,,오리탕,2008-07-09,2025-12-15 16:21:53,2023-08-30 09:51:20
3150000,3150000-101-1998-01873,19980076675,폐업,2018-12-28,I,다담,"서울특별시 강서구 공항대로44길 62, 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1099-3 (지상 1층) ,02,0226042325,2003-12-01,2003-12-12,2004-11-15,영업자지위승계,,,,"조개회,백합",,2025-12-15 16:21:53,2018-12-28 14:40:09
3150000,3150000-101-1998-03374,19980076478,폐업,2010-12-28,I,홍두께칼국수,,서울특별시 강서구 화곡동 1051-27 ,02,026914931,2002-03-15,2002-04-12,2008-07-09,,,,,대구탕,2008-07-09,2025-12-15 16:21:53,2010-12-28 11:15:06
3150000,3150000-101-1998-03376,19980077269,폐업,2021-06-11,I,공항컨벤션웨딩,"서울특별시 강서구 강서로 357, 지하1층, 2~4층 (내발산동, 1동)","서울특별시 강서구 내발산동 654-0 (지하 1층, 지상 2~4층) ",02,0226663300,2012-06-22,2012-06-22,2021-06-11,폐업민원처리: 202131500000567581,,,뷔페,뷔페,2020-12-28,2025-12-15 16:21:53,2021-06-11 17:06:13
3150000,3150000-101-1998-03400,19980077171,폐업,2024-12-11,I,유래가든,서울특별시 강서구 송정로 62 (공항동),서울특별시 강서구 공항동 53-40 ,02,026660500,2002-03-15,2002-04-12,2006-04-07,영업자지위승계,,,,등심,2004-07-05,2025-12-15 16:21:53,2024-12-31 09:47:21
3150000,3150000-101-1998-03418,19980076447,폐업,2012-11-08,I,주)육칠팔,"서울특별시 강서구 강서로54길 58, 1층 (등촌동, 3동)",서울특별시 강서구 등촌동 672-6 (지상 1층) ,02,0226593678,2002-03-15,2002-04-12,2007-06-28,명의변경,,,,회덮밥,2004-07-05,2025-12-15 16:21:53,2012-02-10 08:59:01
3150000,3150000-101-1998-03571,19980077278,폐업,2006-09-18,I,다락방,,서울특별시 강서구 내발산동 648-7 ,02,0236610170,2002-03-04,2002-04-12,2004-08-04,영업자지위승계,,,,아구찜,2004-07-05,2025-12-15 16:21:53,2007-07-14 13:29:58
3150000,3150000-101-1998-04073,19980076913,폐업,2010-08-11,I,남경,,서울특별시 강서구 화곡동 1066-0 (지상 2층) ,02,026986111,2002-03-15,2002-04-12,2006-07-27,영업자지위승계,,,,양장피,2004-07-05,2025-12-15 16:21:53,2010-08-11 12:49:46
3150000,3150000-101-1998-04257,19980077304,폐업,2006-08-02,I,장어고을,,서울특별시 강서구 화곡동 1121-10 ,02,0226068026,2002-03-15,2002-04-12,2006-08-02,폐업민원,,,,장어구이,2004-07-05,2025-12-15 16:21:53,2007-07-14 13:29:58
3150000,3150000-101-1998-04260,19980077326,영업,,I,국민전통갈비 미소그릴,"서울특별시 강서구 우장산로 119, 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1099-6 (지상 1층) ,01,0226979512,2018-10-10,2018-12-10,,,,,한식,돼지갈비,2025-12-16,2025-12-15 16:21:53,2025-12-15 20:19:34
3150000,3150000-101-1998-04287,19980077294,폐업,2009-07-24,I,대박고기집,,서울특별시 강서구 내발산동 644-1 ,02,026658811,2002-03-15,2002-04-12,2009-08-05,영업시설물 철거,,,,등심,2008-07-09,2025-12-15 16:21:53,2009-08-06 15:23:28
3150000,3150000-101-1998-04298,19980077127,폐업,2005-09-02,I,마포주먹구이,,서울특별시 강서구 화곡동 1114-27 ,02,0226016055,2002-03-15,2002-04-12,2004-04-20,영업자지위승계,,,,보쌈,2003-12-12,2025-12-15 16:21:53,2007-07-14 13:29:58
3150000,3150000-101-1998-04318,19980077022,영업,,I,왕십리꼼닭발,"서울특별시 강서구 공항대로59길 29, 1층 (등촌동, 1동)",서울특별시 강서구 등촌동 646-32 (지상 1층) ,01,0236650306,2009-08-05,2009-08-05,2011-10-31,기준미달,,,,돼지갈비,2010-08-03,2025-12-15 16:21:53,2025-06-19 11:24:11
3150000,3150000-101-1998-04322,19980077031,영업,,I,설문동본갈비 화곡,"서울특별시 강서구 화곡로 127, 1층 (화곡동, 3동)",서울특별시 강서구 화곡동 1067-24 (지상 1층) ,01,0226036164,2002-03-15,2002-04-12,2005-06-22,영업자지위승계,,,,삼겹살,2004-07-05,2025-12-15 16:21:53,2025-05-01 11:37:08
3150000,3150000-101-1998-04325,19980077053,폐업,2019-11-11,I,이조화로구이,"서울특별시 강서구 양천로 738, A동 1~2층 (염창동)",서울특별시 강서구 염창동 261-4 (지상 1층~2층) A동 ,02,0226498592,2011-10-05,2011-10-31,2019-11-11,폐업민원처리: 201931500000991503,,,한식,돼지갈비,2018-12-10,2025-12-15 16:21:53,2019-11-11 11:04:32
3150000,3150000-101-1998-04334,19980076869,폐업,2018-07-03,I,놀부보쌈등촌점,"서울특별시 강서구 양천로 460, 2층 (등촌동, 1동)",서울특별시 강서구 등촌동 65-20 (지상 2층) ,02,0226585382,2002-03-15,2002-04-12,2007-06-28,명의변경,,,,갈비탕,2004-07-05,2025-12-15 16:21:53,2018-07-03 15:58:30
3150000,3150000-101-1998-04341,19980076940,영업,,I,한쌈 마을,"서울특별시 강서구 공항대로45길 44, 1층 (등촌동, 1동)",서울특별시 강서구 등촌동 641-11 외 1필지 (지상 1층) ,01,0226689233,2007-06-08,2008-07-09,2012-12-20,행정처분,,,,벌집삼겹살,2011-10-31,2025-12-15 16:21:53,2025-01-08 11:19:29
3150000,3150000-101-1998-04348,19980076731,폐업,2025-09-18,I,한국피자헛화곡점,"서울특별시 강서구 화곡로 270, 1층 (화곡동, 본동)",서울특별시 강서구 화곡동 24-346 (지상 1층) ,02,0226931194,2002-03-15,2002-04-12,2014-12-16,업종변경(배달전문음식점),,,,냉면,2013-12-02,2025-12-15 16:21:53,2025-09-18 13:30:55
3150000,3150000-101-1998-04356,19980076791,영업,,I,화곡 정육식당,"서울특별시 강서구 화곡로 132, 2층 (화곡동, 1동)",서울특별시 강서구 화곡동 1073-0 (지상 2층) ,01,0226014288,2002-03-15,2002-04-12,2006-08-23,영업자지위승계,,,,냉면,2003-12-12,2025-12-15 16:21:53,2022-02-11 10:24:35
3150000,3150000-101-1998-04373,19980076654,폐업,2009-12-03,I,가양숯불갈비,,서울특별시 강서구 가양동 1488-11 (지상 1층) ,02,026685988,2002-03-15,2002-04-12,2007-06-28,,,,,삼겹살,2008-07-09,2025-12-15 16:21:53,2009-12-03 09:59:45
3150000,3150000-101-1998-07486,19980077398,폐업,2008-08-08,I,성환네꽃게.아구전문점,,"서울특별시 강서구 등촌동 673-4 (지상 2, 3층) ",02,0236610033,2002-03-15,2002-04-12,2006-04-04,영업자지위승계,,,,꽃게탕,2003-12-12,2025-12-15 16:21:53,2008-07-03 13:58:55
3150000,3150000-101-1998-07535,19980077296,폐업,2009-02-10,I,안의갈비찜,,서울특별시 강서구 내발산동 646-1 ,02,026681493,2002-03-15,2002-04-12,2009-02-10,폐업민원처리: 200931500000014305,,,,"소,갈비",2008-07-09,2025-12-15 16:21:53,2009-03-27 11:10:28
3150000,3150000-101-1998-07551,19980077322,폐업,2004-04-14,I,구들짱돌구이,,서울특별시 강서구 화곡동 779-10 ,02,026497740,2002-03-15,2002-04-12,2004-03-29,영업자지위승계,,,,광어,2003-12-12,2025-12-15 16:21:53,2007-07-14 13:29:58
3150000,3150000-101-1998-07842,19980077374,폐업,2018-03-07,I,학교축산,"서울특별시 강서구 강서로5나길 88, 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 913-5 (지상 1층) ,02,0260135959,2002-03-15,2002-04-12,2005-10-31,영업자지위승계,,,,돼지갈비,2004-07-05,2025-12-15 16:21:53,2018-03-07 10:01:21
3150000,3150000-101-1998-08126,19980077174,폐업,2007-03-12,I,친구네오리주물럭,,서울특별시 강서구 방화동 산 350-0 ,02,026651881,2002-03-15,2002-04-12,2007-03-12,폐업민원,,,,오리주물럭,2004-07-05,2025-12-15 16:21:53,2007-07-14 13:29:58
3150000,3150000-101-1998-08218,19980076997,폐업,2009-06-26,I,속초수산,,서울특별시 강서구 내발산동 646-1 ,02,026687892,2002-03-15,2002-04-12,2004-03-25,영업자지위승계,,,,철판요리,2003-12-12,2025-12-15 16:21:53,2009-03-27 16:19:02
3150000,3150000-101-1998-08635,19980076013,영업,,I,대박감자탕,"서울특별시 강서구 곰달래로 255, 1층 (화곡동)",서울특별시 강서구 화곡동 797-3 ,01,0226420555,2009-08-05,2009-08-05,,,,,한식,감자탕,2025-12-16,2025-12-15 16:21:53,2025-12-15 20:19:40
3150000,3150000-101-1998-08701,19980077394,폐업,2009-08-19,I,등마루한우촌,,서울특별시 강서구 등촌동 645-2 ,02,0236649264,2003-12-01,2008-07-09,2009-08-19,폐업민원처리: 200931500000092744,,,,,2009-08-05,2025-12-15 16:21:53,2009-08-19 00:00:00
3150000,3150000-101-1999-06711,19990076534,폐업,2007-01-09,I,와돈,,서울특별시 강서구 등촌동 656-37 ,02,0236621420,2002-03-15,2002-04-12,2007-01-09,폐업민원,,,,복탕,2004-07-05,2025-12-15 16:21:53,2007-07-14 13:29:58
3150000,3150000-101-1999-06782,19990076440,폐업,2021-05-11,I,장경옥 백암순대,"서울특별시 강서구 강서로33가길 68, 1층 (화곡동, 3동)",서울특별시 강서구 화곡동 1024-12 (지상 1층) ,02,0226995978,2002-03-15,2002-04-12,2002-10-09,영업자지위승계,,,,해물탕,,2025-12-15 16:21:53,2021-05-11 17:09:06
3150000,3150000-101-1999-06848,19990076305,폐업,2008-06-13,I,언양숯불갈비,,서울특별시 강서구 화곡동 1039-39 ,02,026057442,2002-03-15,2002-04-12,2008-06-13,폐업민원처리: 200831500000051820,,,,버섯불고기,2004-07-05,2025-12-15 16:21:53,2008-06-13 00:00:00
3150000,3150000-101-1999-07311,19990076084,폐업,2016-12-29,I,소고기 퐁당 빠진날,"서울특별시 강서구 공항대로45길 25, 1층 (등촌동, 1동)",서울특별시 강서구 등촌동 656-58 (지상 1층) ,02,0236623119,2002-03-15,2002-04-12,2008-07-09,지정취소,,,,뼈다귀해장국,2008-07-09,2025-12-15 16:21:53,2016-10-06 15:28:09
3150000,3150000-101-1999-07325,19990076107,폐업,2004-12-29,I,갯벌,,서울특별시 강서구 화곡동 896-13 ,02,026054005,2002-03-15,2002-04-12,2004-12-29,폐업민원,,,,낙지볶음,2004-07-05,2025-12-15 16:21:53,2007-07-14 13:29:58
3150000,3150000-101-1999-07353,19990076137,영업,,U,무한삼겹시대 화곡점,"서울특별시 강서구 강서로5나길 84, 성우빌딩 1~2층 (화곡동)",서울특별시 강서구 화곡동 913-10 성우빌딩 1~2층 ,01,0226078500,2002-03-15,2002-04-12,2005-08-16,영업자지위승계,,,,해물탕,2004-07-05,2026-04-28 03:03:03,2026-04-27 13:31:46
3150000,3150000-101-1999-07354,19990076132,폐업,2010-10-12,I,BBQ참숯바베큐발산점,,서울특별시 강서구 내발산동 646-1 (지상 1층) 103호,02,0236629289,2004-06-01,2004-07-05,2010-10-12,폐업민원처리: 201031500000150377,,,,쭈꾸미정식,2008-07-09,2025-12-15 16:21:53,2010-10-12 00:00:00
3150000,3150000-101-1999-07371,19990076568,폐업,2010-11-23,I,무봉리토종순대국화곡점,,서울특별시 강서구 화곡동 1031-0 (지상 2층) ,02,0226071360,2007-06-08,2007-06-28,2010-11-23,폐업민원처리: 201031500000171235,,,,순대국,2009-08-05,2025-12-15 16:21:53,2010-11-23 00:00:00
3150000,3150000-101-1999-07398,19990076610,폐업,2008-04-01,I,종가집본가닭갈비,,서울특별시 강서구 화곡동 343-52 ,02,0226070103,2002-03-15,2002-04-12,2008-07-09,,,,,닭갈비,2004-07-05,2025-12-15 16:21:53,2008-08-02 15:14:42
3150000,3150000-101-1999-07410,19990076631,폐업,2004-06-03,I,칠형제우리감자탕,,서울특별시 강서구 화곡동 1073-10 ,02,0226083631,2002-03-04,2002-04-12,2004-06-03,폐업민원,,,,감자탕,2003-12-12,2025-12-15 16:21:53,2007-07-14 13:29:58
3150000,3150000-101-1999-07456,19990076688,폐업,2007-10-22,I,동해활어수산,,서울특별시 강서구 등촌동 661-0 보미빌딩101 ,02,026597634,2003-12-01,2003-12-12,2005-07-26,영업자지위승계,,,,참벼루삼겹살,,2025-12-15 16:21:53,2006-05-15 00:00:00
3150000,3150000-101-1999-07474,19990076692,폐업,2003-10-06,I,목포식당,,서울특별시 강서구 화곡동 936-8 ,02,026907981,2002-03-15,2002-04-12,2003-10-06,폐업민원,,,,"감자탕,갈비,냉면",,2025-12-15 16:21:53,2003-10-06 00:00:00
3150000,3150000-101-1999-07480,19990076707,영업,,I,굴사냥,서울특별시 강서구 화곡로 194-52 (화곡동),서울특별시 강서구 화곡동 98-235 ,01,0226979433,2005-06-22,2005-07-12,2005-11-11,영업자지위승계,,,,해장국,,2025-12-15 16:21:53,2021-12-28 09:29:25
3150000,3150000-101-1999-07482,19990076715,영업,,I,춘향골남원추어탕,"서울특별시 강서구 양천로 349, 1층 (가양동, 1동)",서울특별시 강서구 가양동 150-11 (지상 1층) ,01,0236635957,2007-06-08,2008-07-09,2013-12-02,지정취소,,,,추어탕,2012-11-30,2025-12-15 16:21:53,2021-12-27 10:31:53
3150000,3150000-101-1999-07500,19990076741,폐업,2010-12-27,I,이동숯불갈비,,서울특별시 강서구 방화동 829-5 (지상 2층) 208~214호,02,026669069,2002-03-15,2002-04-12,2006-06-22,영업자지위승계,,,,냉면,2004-07-05,2025-12-15 16:21:53,2010-12-27 11:54:36
3150000,3150000-101-1999-07511,19990076734,폐업,2021-11-09,I,카리브,"서울특별시 강서구 공항대로 271, 8층 (마곡동, 가양 1동 이천이프라자)",서울특별시 강서구 마곡동 723-2 이천이프라자 (지상 8층) ,02,0236622400,2015-11-18,2015-11-18,2021-11-09,폐업민원처리: 202131500000976580,,,경양식,"스테이크, 파스타",2020-12-28,2025-12-15 16:21:53,2021-11-09 14:54:56
3150000,3150000-101-1999-07534,19990076767,폐업,2017-08-31,I,치킨매니아,"서울특별시 강서구 강서로54길 17, 1층 (등촌동, 3동)",서울특별시 강서구 등촌동 674-4 (지상 1층) ,02,0226582255,2002-03-15,2002-04-12,2006-11-02,영업자지위승계,,,,"아구탕,꽃게탕",2003-12-12,2025-12-15 16:21:53,2017-08-31 15:21:43
3150000,3150000-101-1999-07547,19990076797,영업,,I,신토불이,"서울특별시 강서구 화곡로21길 78, 1층 (화곡동, 3동)",서울특별시 강서구 화곡동 1023-0 (지상 1층) ,01,0222663554,2007-06-08,2007-06-28,2010-08-03,기준미달,,,,돼지왕갈비,2009-08-05,2025-12-15 16:21:53,2021-12-28 13:25:55
3150000,3150000-101-1999-07563,19990076815,폐업,2008-12-31,I,장수복집,,서울특별시 강서구 등촌동 674-6 (지상 1층) ,02,0236610920,2004-06-01,2004-07-05,2006-06-19,영업자지위승계,,,,붕어찜,,2025-12-15 16:21:53,2008-07-08 11:10:29
3150000,3150000-101-1999-07574,19990076832,폐업,2022-02-21,I,해촌칼국수 본점,"서울특별시 강서구 우장산로 16, 2층 (내발산동, 우장산동)",서울특별시 강서구 내발산동 670-14 (지상 2층) ,02,0236641114,2002-03-15,2002-04-12,2004-12-20,영업자지위승계,,,,버섯불고기,2004-07-05,2025-12-15 16:21:53,2022-02-21 10:20:46
3150000,3150000-101-1999-07583,19990076814,폐업,2007-01-31,I,개화정식당,,서울특별시 강서구 방화동 609-30 ,02,026666776,2002-03-15,2002-04-12,2006-07-19,영업자지위승계,,,,한정식,2004-07-05,2025-12-15 16:21:53,2007-07-14 13:29:58
3150000,3150000-101-1999-07597,19990076880,폐업,2005-11-24,I,낙지집,,서울특별시 강서구 화곡동 1073-8 ,02,0226028466,2004-06-01,2004-07-05,2005-11-24,폐업민원,,,,낙지전골,,2025-12-15 16:21:53,2010-06-17 16:58:06
3150000,3150000-101-1999-07613,19990076065,영업,,I,이화정갈비명가 마곡발산점 & 미꼬담 마곡발산점,"서울특별시 강서구 강서로54길 42, 1층 1, 2호 (등촌동)",서울특별시 강서구 등촌동 672 ,01,0220631113,2009-08-05,2009-08-05,2009-12-28,행정처분,,,,갈비,,2026-03-20 22:27:38,2026-03-19 11:44:27
3150000,3150000-101-1999-07628,19990076937,영업,,I,남원추어탕,"서울특별시 강서구 강서로54길 94, 1층 (등촌동, 3동)",서울특별시 강서구 등촌동 668-1 (지상 1층) ,01,0236621459,2002-03-15,2008-07-09,2016-11-03,2016년 모범음식점 평가기준 미달,,,한식,추어탕,2015-11-18,2025-12-15 16:21:53,2017-08-06 15:06:39
3150000,3150000-101-1999-07630,19990076964,폐업,2011-08-09,I,환영유황생오리전문점,,서울특별시 강서구 화곡동 772-75 (지상 1층) ,02,0226525290,2007-06-08,2007-06-28,2011-08-09,폐업민원처리: 201131500000133891,,,,오리꼬치숯불구이,2008-07-09,2025-12-15 16:21:53,2011-08-09 00:00:00
3150000,3150000-101-1999-07658,19990077024,폐업,2004-01-19,I,꼰띠고,,서울특별시 강서구 마곡동 723-2 ,02,0236639760,2002-03-15,2002-04-12,2004-01-19,폐업민원,,,,삼겹살,,2025-12-15 16:21:53,2002-10-01 00:00:00
3150000,3150000-101-1999-07673,19990077035,폐업,2015-12-30,I,전원도시,"서울특별시 강서구 강서로 323 (내발산동,(지하 1층~지상 2층))",서울특별시 강서구 내발산동 668-0 (지하 1층~지상 2층) ,02,0226670603,2007-06-08,2007-06-28,2009-10-21,행정처분,,,,돼지갈비,2009-08-05,2025-12-15 16:21:53,2015-12-30 13:08:47
3150000,3150000-101-1999-07674,19990077032,폐업,2006-05-03,I,세양,,서울특별시 강서구 화곡동 912-1 ,02,0226086760,2002-03-15,2002-04-12,2006-05-03,폐업민원,,,,생태,2004-07-05,2025-12-15 16:21:53,2007-07-14 13:29:58
3150000,3150000-101-1999-07682,19990077051,영업,,I,원할머니보쌈,"서울특별시 강서구 강서로56길 50 (등촌동,외 1필지 주영빌딩 (지상 1층))",서울특별시 강서구 등촌동 671-3 외 1필지 주영빌딩 (지상 1층) ,01,0220635353,2005-06-22,2008-07-09,2011-10-31,기준미달,,,,보쌈정식,2010-08-03,2025-12-15 16:21:53,2021-12-27 09:46:46
3150000,3150000-101-1999-07713,19990076978,폐업,2015-05-22,I,벌집맛으로여는세상 발산점,"서울특별시 강서구 공항대로 290, 1층 104호 (내발산동, 순봉빌딩)",서울특별시 강서구 내발산동 646-1 순봉빌딩 (지상 1층) 104호,02,0236625295,2010-06-04,2012-05-29,2014-12-16,업종변경(호프집),,,한식,갈매기살,2013-12-02,2025-12-15 16:21:53,2015-01-03 12:18:20
